cusnbr,ordqty_norm,shipqty_norm,unit_fill_rate_pct
24941,30.0,30.0,100.0
244154,25.0,25.0,100.0
200575,1.0,1.0,100.0
19239,4.0,4.0,100.0
169800,1.0,1.0,100.0
169352,823.0,823.0,100.0
132027,29.0,29.0,100.0
131832,10.0,10.0,100.0
13107,50.0,50.0,100.0
13084,11.0,11.0,100.0
13068,8.0,8.0,100.0
1296234,78.0,78.0,100.0
129546,1.0,1.0,100.0
12914,1.0,1.0,100.0
1273250,9.0,9.0,100.0
1255375,4.0,4.0,100.0
1248409,1.0,1.0,100.0
1248282,16.0,16.0,100.0
1247140,82.0,82.0,100.0
1245176,225.0,225.0,100.0
1236863,6.0,6.0,100.0
3200003,105.0,105.0,100.0
31688,331.0,331.0,100.0
308502,29.0,29.0,100.0
3001966,66.0,66.0,100.0
300192,6.0,6.0,100.0
27525,8.0,8.0,100.0
272310,40.0,40.0,100.0
391256,550.0,550.0,100.0
372505,10.0,10.0,100.0
369259,95.0,95.0,100.0
368915,16.0,16.0,100.0
35998,15.0,15.0,100.0
35996,6.0,6.0,100.0
359573,682.0,682.0,100.0
357504,18.0,18.0,100.0
356000,5.0,5.0,100.0
346807,102.0,102.0,100.0
34500,318.0,318.0,100.0
32804,194.0,194.0,100.0
323210,83.0,83.0,100.0
1234163,22.0,22.0,100.0
1233449,189.0,189.0,100.0
1233083,18.0,18.0,100.0
1232587,2.0,2.0,100.0
1230500,1.0,1.0,100.0
12247,103.0,103.0,100.0
1218375,20.0,20.0,100.0
12097,6.0,6.0,100.0
119600,146.0,146.0,100.0
11889,288.0,288.0,100.0
1173625,142.0,142.0,100.0
4118175,163.0,163.0,100.0
4117260,5.0,5.0,100.0
4116577,3.0,3.0,100.0
4114929,1.0,1.0,100.0
4111780,28.0,28.0,100.0
4105653,363.0,363.0,100.0
4104925,18.0,18.0,100.0
4104110,37.0,37.0,100.0
4103450,1.0,1.0,100.0
403248,501.0,501.0,100.0
39916,2.0,2.0,100.0
395192,1.0,1.0,100.0
4134040,1.0,1.0,100.0
4132300,1.0,1.0,100.0
4130336,1.0,1.0,100.0
4129500,3.0,3.0,100.0
4129000,6.0,6.0,100.0
4128530,2.0,2.0,100.0
4127580,5.0,5.0,100.0
4124070,2.0,2.0,100.0
4121780,2.0,2.0,100.0
4118735,23.0,23.0,100.0
4118660,2.0,2.0,100.0
4118450,24.0,24.0,100.0
4166245,3.0,3.0,100.0
4163760,123.0,123.0,100.0
4163095,2.0,2.0,100.0
4159488,175.0,175.0,100.0
4157048,6.0,6.0,100.0
4148788,2.0,2.0,100.0
4145665,29.0,29.0,100.0
4144600,5.0,5.0,100.0
4144270,2.0,2.0,100.0
4140350,5.0,5.0,100.0
4139285,5.0,5.0,100.0
4137860,5.0,5.0,100.0
429901,7.0,7.0,100.0
429885,600.0,600.0,100.0
419402,156.0,156.0,100.0
4183100,31.0,31.0,100.0
4182850,1.0,1.0,100.0
4177980,1.0,1.0,100.0
4177223,2.0,2.0,100.0
4176800,2.0,2.0,100.0
4173655,33.0,33.0,100.0
4171745,61.0,61.0,100.0
4171450,3.0,3.0,100.0
4170950,6.0,6.0,100.0
1173491,3368.0,3368.0,100.0
1171298,122.0,122.0,100.0
1170859,96.0,96.0,100.0
1170390,25.0,25.0,100.0
1167457,190.0,190.0,100.0
1166220,8.0,8.0,100.0
1166009,3.0,3.0,100.0
1165039,181.0,181.0,100.0
1163406,58.0,58.0,100.0
1162267,48.0,48.0,100.0
1160503,4.0,4.0,100.0
1158622,3.0,3.0,100.0
1158608,1.0,1.0,100.0
1158158,438.0,438.0,100.0
50542,70.0,70.0,100.0
504284,1.0,1.0,100.0
498688,1.0,1.0,100.0
486006,3.0,3.0,100.0
46374,1.0,1.0,100.0
46366,114.0,114.0,100.0
441069,3.0,3.0,100.0
435956,11.0,11.0,100.0
435743,259.0,259.0,100.0
43329,111.0,111.0,100.0
43163,107.0,107.0,100.0
430033,9.0,9.0,100.0
1155863,4.0,4.0,100.0
1155531,10.0,10.0,100.0
1155109,3.0,3.0,100.0
1154161,115.0,115.0,100.0
1152028,68.0,68.0,100.0
1144234,50.0,50.0,100.0
1135250,24.0,24.0,100.0
1096808,28.0,28.0,100.0
545056,49.0,49.0,100.0
534880,118.0,118.0,100.0
53018,139.0,139.0,100.0
525846,6.0,6.0,100.0
514484,20.0,20.0,100.0
506350,74.0,74.0,100.0
505938,29.0,29.0,100.0
1089347,26.0,26.0,100.0
1085537,2.0,2.0,100.0
1085380,1.0,1.0,100.0
1082653,69.0,69.0,100.0
1080916,145.0,145.0,100.0
1077823,15.0,15.0,100.0
58874,182.0,182.0,100.0
57620,4.0,4.0,100.0
575952,11.0,11.0,100.0
57532,12.0,12.0,100.0
572674,1.0,1.0,100.0
572063,41.0,41.0,100.0
564996,402.0,402.0,100.0
556462,18.0,18.0,100.0
556310,30.0,30.0,100.0
1076865,802.0,802.0,100.0
1074884,840.0,840.0,100.0
1074437,152.0,152.0,100.0
1071023,18.0,18.0,100.0
1070437,6.0,6.0,100.0
1070428,24.0,24.0,100.0
1070392,9.0,9.0,100.0
1069491,27.0,27.0,100.0
1069268,145.0,145.0,100.0
1069077,85.0,85.0,100.0
1068823,224.0,224.0,100.0
6500434,1.0,1.0,100.0
6500171,266.0,266.0,100.0
63084,22.0,22.0,100.0
621097,68.0,68.0,100.0
621018,20.0,20.0,100.0
616328,109.0,109.0,100.0
598486,89.0,89.0,100.0
598278,7.0,7.0,100.0
1067994,11.0,11.0,100.0
1067751,2.0,2.0,100.0
1067741,29.0,29.0,100.0
1067666,121.0,121.0,100.0
1067655,40.0,40.0,100.0
1067654,122.0,122.0,100.0
1067644,100.0,100.0,100.0
7000138,60.0,60.0,100.0
7000136,3.0,3.0,100.0
7000117,12.0,12.0,100.0
694416,530.0,530.0,100.0
691833,42.0,42.0,100.0
691126,1593.0,1593.0,100.0
684507,30.0,30.0,100.0
670280,340.0,340.0,100.0
669337,1.0,1.0,100.0
6500437,1.0,1.0,100.0
7000264,5.0,5.0,100.0
7000258,75.0,75.0,100.0
7000254,2.0,2.0,100.0
7000248,48.0,48.0,100.0
7000231,9.0,9.0,100.0
7000230,12.0,12.0,100.0
7000227,10.0,10.0,100.0
7000219,23.0,23.0,100.0
7000206,156.0,156.0,100.0
7000203,3.0,3.0,100.0
7000184,10.0,10.0,100.0
7000182,9.0,9.0,100.0
7000171,24.0,24.0,100.0
7000168,6.0,6.0,100.0
1067637,72.0,72.0,100.0
1067610,3.0,3.0,100.0
1067606,40.0,40.0,100.0
1067534,7.0,7.0,100.0
1067529,22.0,22.0,100.0
1067495,4.0,4.0,100.0
1067298,19.0,19.0,100.0
7000516,14.0,14.0,100.0
7000386,6.0,6.0,100.0
7000378,2.0,2.0,100.0
7000326,5.0,5.0,100.0
7000325,1.0,1.0,100.0
7000285,8.0,8.0,100.0
7000276,6.0,6.0,100.0
7000269,40.0,40.0,100.0
7000268,2.0,2.0,100.0
7000781,12.0,12.0,100.0
7000775,88.0,88.0,100.0
7000679,6.0,6.0,100.0
7000671,67.0,67.0,100.0
