item,ordqty_norm,shipqty_norm,unit_fill_rate_pct
PAG37717,171.0,90.0,52.63157894736842
CRO8004-29,19.0,10.0,52.63157894736842
NUKB390,19.0,10.0,52.63157894736842
BON43-118200,19.0,10.0,52.63157894736842
STB261710BLK,57.0,30.0,52.63157894736842
POL642952,19.0,10.0,52.63157894736842
WLJ397-15      ,19.0,10.0,52.63157894736842
TCO11500,19.0,10.0,52.63157894736842
LEX18L0042     ,112.0,59.0,52.67857142857143
HEWC7890A,112.0,59.0,52.67857142857143
PCEKX-TS105B,74.0,39.0,52.7027027027027
WLJ385-44BL,277.0,146.0,52.707581227436826
DUC10-00524-2,514.0,271.0,52.72373540856031
FDP18686,55.0,29.0,52.72727272727273
CMC164         ,55.0,29.0,52.72727272727273
MMM232-2       ,91.0,48.0,52.747252747252745
WLJ386-54W     ,400.0,211.0,52.75
ITYNP12-BU,72.0,38.0,52.77777777777778
SHWPBSK01,36.0,19.0,52.77777777777778
AUT200-1       ,72.0,38.0,52.77777777777778
FEL99615       ,36.0,19.0,52.77777777777778
GEP20080,36.0,19.0,52.77777777777778
WLJ36313B,566.0,299.0,52.82685512367491
VER93827,53.0,28.0,52.83018867924528
PAC2692,53.0,28.0,52.83018867924528
CCS30121,282.0,149.0,52.836879432624116
CRD10310       ,123.0,65.0,52.84552845528455
ESS57511       ,433.0,229.0,52.88683602771363
MAVFI-123      ,34.0,18.0,52.94117647058823
AVE01405       ,17.0,9.0,52.94117647058823
QRT696S        ,17.0,9.0,52.94117647058823
UMISCPG051259,17.0,9.0,52.94117647058823
DAXN15787HT,100.0,53.0,53.0
HON2093SR11T   ,66.0,35.0,53.03030303030303
NUKBR80N       ,858.0,455.0,53.03030303030303
UMISSPF026032,66.0,35.0,53.03030303030303
SMD25740,213.0,113.0,53.051643192488264
CHA45SC-6      ,49.0,26.0,53.06122448979592
SAN32730,162.0,86.0,53.08641975308642
BON41-115410,32.0,17.0,53.125
PCEKX-FPG376,32.0,17.0,53.125
CRO802-1       ,32.0,17.0,53.125
KMW62147,96.0,51.0,53.125
HEWC7998A,79.0,42.0,53.164556962025316
SAM18631,615.0,327.0,53.170731707317074
MFECK240,77.0,41.0,53.246753246753244
ESS50425-00,77.0,41.0,53.246753246753244
HEWHPC8511,16707.0,8901.0,53.27706949182977
CRD10341       ,15.0,8.0,53.333333333333336
AVE06873       ,165.0,88.0,53.333333333333336
FEL21100       ,60.0,32.0,53.333333333333336
MAS00920       ,45.0,24.0,53.333333333333336
FEL99680       ,15.0,8.0,53.333333333333336
WLJ38182       ,390.0,208.0,53.333333333333336
ESS20052,75.0,40.0,53.333333333333336
SET2658,15.0,8.0,53.333333333333336
FDP26524,30.0,16.0,53.333333333333336
AVE04031       ,30.0,16.0,53.333333333333336
BAU85070       ,60.0,32.0,53.333333333333336
DGELA75R-KA,15.0,8.0,53.333333333333336
LXLL421WT,15.0,8.0,53.333333333333336
MMMCG3300      ,15.0,8.0,53.333333333333336
ACC25076,2383.0,1271.0,53.336130927402436
AVE11126,268.0,143.0,53.35820895522388
NAT22319,236.0,126.0,53.389830508474574
BOS40000,2444.0,1305.0,53.39607201309329
SMD67906,103.0,55.0,53.398058252427184
SMD25140       ,103.0,55.0,53.398058252427184
SPR01735,191.0,102.0,53.403141361256544
AVE05345       ,337.0,180.0,53.41246290801187
PCELM-RF120U5,116.0,62.0,53.44827586206897
BRTLC41BK,58.0,31.0,53.44827586206897
AVE07501,348.0,186.0,53.44827586206897
WLJ019-114NPL,116.0,62.0,53.44827586206897
GLW58C-GRE     ,43.0,23.0,53.48837209302326
CRD16901,215.0,115.0,53.48837209302326
BSP34170,1927.0,1031.0,53.50285417747794
HUN73603,428.0,229.0,53.504672897196265
KMW62084A,299.0,160.0,53.51170568561873
PENAX105A,213.0,114.0,53.521126760563384
CSOJF-100TE,667.0,357.0,53.523238380809595
AVE08-882,4369.0,2340.0,53.55916685740444
SPR03201,4389.0,2351.0,53.56573251310093
WLJ383-49B,377.0,202.0,53.58090185676392
WEVCO927       ,265.0,142.0,53.58490566037736
FEL07242,774.0,415.0,53.617571059431526
AVE73908       ,110.0,59.0,53.63636363636363
SHA73904,41.0,22.0,53.65853658536585
CNMBCI-11BK    ,41.0,22.0,53.65853658536585
CRD18101       ,82.0,44.0,53.65853658536585
AAGSK24R-00,2635.0,1415.0,53.700189753320686
TOP7902        ,67.0,36.0,53.73134328358209
FBC1920,67.0,36.0,53.73134328358209
CRD18737       ,147.0,79.0,53.74149659863946
ALL20165       ,80.0,43.0,53.75
MAXSUPER-VHS120,759.0,408.0,53.75494071146245
BIN76-6830,569.0,306.0,53.77855887521968
SAN02427,119.0,64.0,53.78151260504202
NES34210,39.0,21.0,53.84615384615385
FEL38225       ,13.0,7.0,53.84615384615385
FEL25041       ,26.0,14.0,53.84615384615385
KOK10002,13.0,7.0,53.84615384615385
WTM75270,13.0,7.0,53.84615384615385
WLJ0395-31     ,13.0,7.0,53.84615384615385
TEXTI-30XA     ,455.0,245.0,53.84615384615385
AVE01706,26.0,14.0,53.84615384615385
PAC57105,13.0,7.0,53.84615384615385
PMC00182,13.0,7.0,53.84615384615385
SPR54101,295.0,159.0,53.898305084745765
RAYV2AA-B,1235.0,666.0,53.927125506072876
PENPD145C,63.0,34.0,53.96825396825397
AVE03310,1471.0,794.0,53.9768864717879
SMD73501,352.0,190.0,53.97727272727273
RUB15026       ,50.0,27.0,54.0
SEL10186,4714.0,2546.0,54.009333899024185
KMW34702,74.0,40.0,54.054054054054056
PIL30051       ,74.0,40.0,54.054054054054056
SPR01096,37.0,20.0,54.054054054054056
BSP32920,712.0,385.0,54.07303370786517
SAU45220,2562.0,1386.0,54.09836065573771
ACC39706,133.0,72.0,54.13533834586466
GLW38450       ,48.0,26.0,54.166666666666664
RUB335500BEIGE,24.0,13.0,54.166666666666664
RTG81054       ,120.0,65.0,54.166666666666664
SPR71444,48.0,26.0,54.166666666666664
SMD24130       ,120.0,65.0,54.166666666666664
HEWC9037A,24.0,13.0,54.166666666666664
AMP20-233      ,24.0,13.0,54.166666666666664
DAXN15836GX,72.0,39.0,54.166666666666664
MMMDH340MB,240.0,130.0,54.166666666666664
ESS51643       ,24.0,13.0,54.166666666666664
HOUH25073      ,48.0,26.0,54.166666666666664
FALDPSJMB,179.0,97.0,54.18994413407821
ESS12822,142.0,77.0,54.225352112676056
VIOA1152,378.0,205.0,54.232804232804234
DBL2203RD,2679.0,1453.0,54.23665546845838
DEFCM15233,118.0,64.0,54.23728813559322
WLJ384-34C     ,70.0,38.0,54.285714285714285
SPR01466,337.0,183.0,54.3026706231454
QUA38590,162.0,88.0,54.32098765432099
NAT22328,416.0,226.0,54.32692307692308
SPR71440,254.0,138.0,54.330708661417326
VIOA1258,92.0,50.0,54.34782608695652
IBM01P7243,355.0,193.0,54.36619718309859
ESS1524EG-OX,2653.0,1443.0,54.39125518281191
AVE47673,535.0,291.0,54.39252336448598
AVE72278,555.0,302.0,54.414414414414416
SPR02181       ,79.0,43.0,54.43037974683544
SAN88074,597.0,325.0,54.438860971524285
BSP36930       ,90.0,49.0,54.44444444444444
XER3R11385,573.0,312.0,54.45026178010471
WLJ36130       ,325.0,177.0,54.46153846153846
PHCCSK-234,123.0,67.0,54.47154471544715
SWI74865       ,22.0,12.0,54.54545454545455
RED33-186,11.0,6.0,54.54545454545455
BRTMFC3240C,44.0,24.0,54.54545454545455
FEL94892       ,11.0,6.0,54.54545454545455
DURDL245BPK,11.0,6.0,54.54545454545455
ALL20825       ,242.0,132.0,54.54545454545455
AVE17524,209.0,114.0,54.54545454545455
FEL99462,11.0,6.0,54.54545454545455
DIX20200,33.0,18.0,54.54545454545455
PAR45522,11.0,6.0,54.54545454545455
HEWDJ5740,11.0,6.0,54.54545454545455
HONP3266L-ML   ,11.0,6.0,54.54545454545455
PIL35342,11.0,6.0,54.54545454545455
SAF4151CH,11.0,6.0,54.54545454545455
PENMWL6S-B,55.0,30.0,54.54545454545455
HEWDJ3845,11.0,6.0,54.54545454545455
BND545107BUR,22.0,12.0,54.54545454545455
SAF3081,66.0,36.0,54.54545454545455
TEIT94208,110.0,60.0,54.54545454545455
MEA06426,11.0,6.0,54.54545454545455
RUB15056       ,11.0,6.0,54.54545454545455
GPCCP20,2110.0,1151.0,54.54976303317535
SPR107-1LB,1230.0,671.0,54.552845528455286
SPR01767,152.0,83.0,54.60526315789474
SHWSB48K,141.0,77.0,54.60992907801418
RUB15791       ,150.0,82.0,54.666666666666664
AMP20-323      ,75.0,41.0,54.666666666666664
PPC01714,181.0,99.0,54.69613259668508
BIN54-2128-07,53.0,29.0,54.716981132075475
TBLDNAP30100,53.0,29.0,54.716981132075475
HEW9G,148.0,81.0,54.729729729729726
SPR70110,73.0,40.0,54.794520547945204
CRD10330,1104.0,605.0,54.80072463768116
ESS52518,113.0,62.0,54.86725663716814
ROL67071       ,306.0,168.0,54.90196078431372
AMP36180-04,242.0,133.0,54.95867768595041
ACC72043,422.0,232.0,54.976303317535546
GBC9741016     ,40.0,22.0,55.0
HOR4924,20.0,11.0,55.0
CNMPC140,20.0,11.0,55.0
MTRCLS1410,20.0,11.0,55.0
MMMRS-7109     ,20.0,11.0,55.0
RUB18350       ,40.0,22.0,55.0
VII31000,40.0,22.0,55.0
AVE06632       ,20.0,11.0,55.0
AVT75315       ,40.0,22.0,55.0
STD932-811ISO  ,20.0,11.0,55.0
KOK10221,298.0,164.0,55.033557046979865
CRO3502        ,109.0,60.0,55.04587155963303
EVEL91BP-4,654.0,360.0,55.04587155963303
AVT40604,1848.0,1018.0,55.086580086580085
ESS1257GR,2376.0,1309.0,55.092592592592595
ZPC22010,2339.0,1289.0,55.109020949123554
EVEE95BP-4,225.0,124.0,55.111111111111114
CRO8004-23,107.0,59.0,55.14018691588785
HPG10254-1     ,96.0,53.0,55.208333333333336
AVE05150,114.0,63.0,55.26315789473684
NAT22313,266.0,147.0,55.26315789473684
PHCCBK-238,152.0,84.0,55.26315789473684
MMM688OR2,199.0,110.0,55.27638190954774
LEX12A6835,123.0,68.0,55.28455284552845
PAP70122,188.0,104.0,55.319148936170215
PMC05097,287.0,159.0,55.400696864111495
RUB35190,218.0,121.0,55.5045871559633
ESS72502,535.0,297.0,55.51401869158879
PCESC-EN7,18.0,10.0,55.55555555555556
HEWC4838AN     ,99.0,55.0,55.55555555555556
SMD29785,54.0,30.0,55.55555555555556
ESS73153       ,9.0,5.0,55.55555555555556
PCEDVD-S27S,9.0,5.0,55.55555555555556
AVE01705,27.0,15.0,55.55555555555556
ESS40284       ,45.0,25.0,55.55555555555556
AVE05095       ,18.0,10.0,55.55555555555556
RIV00588,9.0,5.0,55.55555555555556
SNA12533,18.0,10.0,55.55555555555556
PMC45660,18.0,10.0,55.55555555555556
PCEKX-TGA273S,27.0,15.0,55.55555555555556
AVE76001,612.0,340.0,55.55555555555556
KOD8370553,18.0,10.0,55.55555555555556
SMD67902,36.0,20.0,55.55555555555556
QUA54384,18.0,10.0,55.55555555555556
IRS130601      ,81.0,45.0,55.55555555555556
PAC57017       ,36.0,20.0,55.55555555555556
FDP26496,9.0,5.0,55.55555555555556
SMD24186       ,36.0,20.0,55.55555555555556
RUB21109,9.0,5.0,55.55555555555556
SAF4078        ,18.0,10.0,55.55555555555556
PAC57165,18.0,10.0,55.55555555555556
QUA45608,18.0,10.0,55.55555555555556
AAG47739,171.0,95.0,55.55555555555556
ICE95213,9.0,5.0,55.55555555555556
BSHWC24423,9.0,5.0,55.55555555555556
BON51-659622,9.0,5.0,55.55555555555556
FEL52286,54.0,30.0,55.55555555555556
HEWQ5801A,9.0,5.0,55.55555555555556
SONCMTNE3,9.0,5.0,55.55555555555556
DUC05294,187.0,104.0,55.61497326203209
VER90098,347.0,193.0,55.61959654178674
DIX1388-3      ,133.0,74.0,55.6390977443609
AVE11141,780.0,434.0,55.64102564102564
WLJ368-14NHB,97.0,54.0,55.670103092783506
WLJ55516       ,280.0,156.0,55.714285714285715
SMD29825,350.0,195.0,55.714285714285715
AVE79784,113.0,63.0,55.75221238938053
WLJ368-44NG    ,113.0,63.0,55.75221238938053
RIV03613,726.0,405.0,55.78512396694215
SMD13700,525.0,293.0,55.80952380952381
SPR70090,86.0,48.0,55.81395348837209
SAN89059,249.0,139.0,55.82329317269076
LIS1620B-BK    ,120.0,67.0,55.833333333333336
BIN76-6920,120.0,67.0,55.833333333333336
HEWC6058A,68.0,38.0,55.88235294117647
GBC2514490,136.0,76.0,55.88235294117647
FELHSUNIV-ABP,34.0,19.0,55.88235294117647
CHADAFPB8L,34.0,19.0,55.88235294117647
ACC38616       ,1410.0,788.0,55.88652482269504
ACM19016,159.0,89.0,55.9748427672956
WLJ364-49NBL   ,75.0,42.0,56.0
NUKC40,25.0,14.0,56.0
NUKBR88        ,25.0,14.0,56.0
SAN60800       ,50.0,28.0,56.0
NUKBM227,50.0,28.0,56.0
AVE05401       ,50.0,28.0,56.0
COS010129,25.0,14.0,56.0
SAN03596,75.0,42.0,56.0
AVE01028,25.0,14.0,56.0
AVE11188       ,25.0,14.0,56.0
RUB20229,25.0,14.0,56.0
BIN69-3018,348.0,195.0,56.03448275862069
CLI61018,173.0,97.0,56.06936416184971
SPR56015,107.0,60.0,56.074766355140184
JOJ8295,2917.0,1637.0,56.11930065135413
RIV01065,98.0,55.0,56.12244897959184
PCEKX-TSC7B,162.0,91.0,56.17283950617284
SPR51064,881.0,495.0,56.18615209988649
PENMWL5S-A,153.0,86.0,56.209150326797385
EPSS041568,112.0,63.0,56.25
PCERQ2102      ,16.0,9.0,56.25
SONCFDZW755,80.0,45.0,56.25
AVE11133       ,208.0,117.0,56.25
SHROZ590,32.0,18.0,56.25
OKS600-MO,16.0,9.0,56.25
MMMRF7271X,80.0,45.0,56.25
FDP26536,16.0,9.0,56.25
DGELA60R-KA    ,16.0,9.0,56.25
LIO48060-BK    ,48.0,27.0,56.25
NUKBM318,16.0,9.0,56.25
FDP26740,16.0,9.0,56.25
MMM8981-24     ,48.0,27.0,56.25
NUD31212       ,96.0,54.0,56.25
VIO09156,64.0,36.0,56.25
QUA45224,103.0,58.0,56.310679611650485
RUB64425       ,673.0,379.0,56.315007429420504
AVE11406       ,220.0,124.0,56.36363636363637
ESS152GRA      ,110.0,62.0,56.36363636363637
MMMH127        ,612.0,345.0,56.372549019607845
NUKBM353,94.0,53.0,56.38297872340426
MMMLS852-P,94.0,53.0,56.38297872340426
FEL97810,39.0,22.0,56.41025641025641
PIL36171,39.0,22.0,56.41025641025641
ACC16995,195.0,110.0,56.41025641025641
TEIT7001,117.0,66.0,56.41025641025641
FEL31252       ,195.0,110.0,56.41025641025641
AVE47847       ,218.0,123.0,56.42201834862385
NUD31235       ,294.0,166.0,56.46258503401361
RIV03450       ,170.0,96.0,56.470588235294116
CRD50138       ,200.0,113.0,56.5
VIO88510,269.0,152.0,56.50557620817844
HEW51640A      ,69.0,39.0,56.52173913043478
QUA37825       ,23.0,13.0,56.52173913043478
BRTTX-1411     ,23.0,13.0,56.52173913043478
AOP21040,46.0,26.0,56.52173913043478
AVE11121,7589.0,4291.0,56.54236394781921
MMM1720        ,53.0,30.0,56.60377358490566
WLJ368-34NB    ,159.0,90.0,56.60377358490566
VIO89805,676.0,383.0,56.65680473372781
AVE16282       ,30.0,17.0,56.666666666666664
RTG50701       ,30.0,17.0,56.666666666666664
WEVCO798       ,30.0,17.0,56.666666666666664
REDA7150BLK    ,60.0,34.0,56.666666666666664
QUA24539,30.0,17.0,56.666666666666664
TEIT91413      ,30.0,17.0,56.666666666666664
SMD26835       ,150.0,85.0,56.666666666666664
QUA46198,30.0,17.0,56.666666666666664
AMP20-393,127.0,72.0,56.69291338582677
HEW51633M,236.0,134.0,56.779661016949156
AVTFS-2BHD,44.0,25.0,56.81818181818182
LEO73010,139.0,79.0,56.83453237410072
UKP11813,160.0,91.0,56.875
MAX635041,2204.0,1254.0,56.89655172413793
SHROZ590A,58.0,33.0,56.89655172413793
PAC5214,144.0,82.0,56.94444444444444
SHRFO-1470,72.0,41.0,56.94444444444444
AVE05165       ,72.0,41.0,56.94444444444444
WLJ722-4R,1647.0,938.0,56.95203400121433
MAX635126,523.0,298.0,56.978967495219884
FEL58763,265.0,151.0,56.9811320754717
AAGE717R-50    ,186.0,106.0,56.98924731182796
CLI32557       ,100.0,57.0,57.0
SAN83007,1074.0,613.0,57.076350093109866
BIN58-7813     ,1682.0,961.0,57.13436385255648
STD55600WP,42.0,24.0,57.142857142857146
OKS600-MY,14.0,8.0,57.142857142857146
WLJ344-70      ,7.0,4.0,57.142857142857146
SPR02209,7.0,4.0,57.142857142857146
FEL58224,14.0,8.0,57.142857142857146
QRTCT11517,35.0,20.0,57.142857142857146
URISO8-10BPL,35.0,20.0,57.142857142857146
FEL99022       ,63.0,36.0,57.142857142857146
BON14-016220   ,7.0,4.0,57.142857142857146
SAN02199,56.0,32.0,57.142857142857146
ESS20271,14.0,8.0,57.142857142857146
FEL45080,14.0,8.0,57.142857142857146
SIRSB1-AO,7.0,4.0,57.142857142857146
GBC1142        ,14.0,8.0,57.142857142857146
GBC3000004,7.0,4.0,57.142857142857146
PENPD245A,28.0,16.0,57.142857142857146
LEX12N0773     ,7.0,4.0,57.142857142857146
SONEDM230,28.0,16.0,57.142857142857146
BRTTN670,7.0,4.0,57.142857142857146
SAF4187CH,7.0,4.0,57.142857142857146
SAF7172MO      ,7.0,4.0,57.142857142857146
BON25-196900   ,7.0,4.0,57.142857142857146
NIB752014244866,14.0,8.0,57.142857142857146
SAN52201       ,35.0,20.0,57.142857142857146
HEWC4196A      ,98.0,56.0,57.142857142857146
DTM81844,7.0,4.0,57.142857142857146
BON32-110210   ,21.0,12.0,57.142857142857146
MMMC31,14.0,8.0,57.142857142857146
DIX24120,14.0,8.0,57.142857142857146
PATHCH6000-U,7.0,4.0,57.142857142857146
KMW62668,70.0,40.0,57.142857142857146
LPLSPRHDD120,21.0,12.0,57.142857142857146
ATT26842,7.0,4.0,57.142857142857146
OKS111PLS-MY,7.0,4.0,57.142857142857146
BON19650,42.0,24.0,57.142857142857146
GBC25703       ,14.0,8.0,57.142857142857146
NSPFP759-1DP,7.0,4.0,57.142857142857146
SEL49677,1968.0,1125.0,57.16463414634146
MMM684-AST2,432.0,247.0,57.175925925925924
AAGDMW20028,341.0,195.0,57.18475073313783
WLJ38190       ,515.0,295.0,57.28155339805825
KOD873-7553,103.0,59.0,57.28155339805825
AVE75456,82.0,47.0,57.31707317073171
SMD11993       ,150.0,86.0,57.333333333333336
ESS81622,279.0,160.0,57.34767025089606
WLJ386-49B,122.0,70.0,57.377049180327866
GPC73032,61.0,35.0,57.377049180327866
ACC72204,54.0,31.0,57.407407407407405
SAN25076       ,47.0,27.0,57.4468085106383
BRTTZ252       ,47.0,27.0,57.4468085106383
WLJC7117M-BL,134.0,77.0,57.46268656716418
ESS1526EB-OX,3071.0,1765.0,57.473135786388795
WEVCO742       ,40.0,23.0,57.5
ESS59251       ,200.0,115.0,57.5
IMN41458,1900.0,1093.0,57.526315789473685
PENPD345C,245.0,141.0,57.55102040816327
LEX10S0150     ,33.0,19.0,57.57575757575758
MAT26158,33.0,19.0,57.57575757575758
FEL99605,125.0,72.0,57.6
AVE11907,675.0,389.0,57.629629629629626
SAM18737,203.0,117.0,57.635467980295566
SPR70109,347.0,200.0,57.636887608069166
WLJ722-4G,2124.0,1225.0,57.674199623352166
AAG760805      ,26.0,15.0,57.69230769230769
KMW57501,26.0,15.0,57.69230769230769
HEWIPAQ1945,52.0,30.0,57.69230769230769
CLI61748,104.0,60.0,57.69230769230769
HUN73098,52.0,30.0,57.69230769230769
QUA46018,2957.0,1706.0,57.693608386878594
IMN15794,454.0,262.0,57.709251101321584
RIV03635       ,504.0,291.0,57.73809523809524
AVE30401,336.0,194.0,57.73809523809524
SWI74027,180.0,104.0,57.77777777777778
AVE05489,879.0,508.0,57.792946530147894
MMM845-AF315,192.0,111.0,57.8125
SMD56076,147.0,85.0,57.82312925170068
PAP31004,83.0,48.0,57.83132530120482
KMW64163,83.0,48.0,57.83132530120482
IMN17331,835.0,483.0,57.84431137724551
ERB14100,171.0,99.0,57.89473684210526
ESSP4631       ,57.0,33.0,57.89473684210526
KCS51206,57.0,33.0,57.89473684210526
AVE07227,19.0,11.0,57.89473684210526
BULC4593,19.0,11.0,57.89473684210526
NUKBM255,19.0,11.0,57.89473684210526
NUKBM148,133.0,77.0,57.89473684210526
XER8R7972      ,19.0,11.0,57.89473684210526
FEL97837,38.0,22.0,57.89473684210526
ESS05158       ,19.0,11.0,57.89473684210526
ALL20169       ,164.0,95.0,57.926829268292686
LTHVIS6002,88.0,51.0,57.95454545454545
AAG76-04-05    ,207.0,120.0,57.971014492753625
RAY81512RVP,552.0,320.0,57.971014492753625
SAF3079,69.0,40.0,57.971014492753625
CCS55210,69.0,40.0,57.971014492753625
CLI61918,219.0,127.0,57.990867579908674
AVE05966       ,100.0,58.0,58.0
ANG1452FL,2263.0,1313.0,58.02032699955811
CRD09191,510.0,296.0,58.03921568627451
RED33-706,2320.0,1347.0,58.060344827586206
SAN32704,31.0,18.0,58.064516129032256
ESS50625-00,260.0,151.0,58.07692307692308
TAB48092,303.0,176.0,58.085808580858085
ZPC83510,86.0,50.0,58.13953488372093
AVE75053,227.0,132.0,58.14977973568282
CLI61928,600.0,349.0,58.166666666666664
AAGG250-00,1072.0,624.0,58.208955223880594
QUA37893,694.0,404.0,58.21325648414986
ESS82011,146.0,85.0,58.21917808219178
AAG70-008-05,127.0,74.0,58.267716535433074
MAS00202,669.0,390.0,58.29596412556054
ELD23305,24.0,14.0,58.333333333333336
HON4901BW69T   ,12.0,7.0,58.333333333333336
QUA63872       ,60.0,35.0,58.333333333333336
DEFUR106,12.0,7.0,58.333333333333336
NUKBM227       ,48.0,28.0,58.333333333333336
HEWC3845A      ,12.0,7.0,58.333333333333336
GEL20648       ,24.0,14.0,58.333333333333336
DAXN18471GT,36.0,21.0,58.333333333333336
WLJ38196       ,120.0,70.0,58.333333333333336
QRT3040M,12.0,7.0,58.333333333333336
NUKB391-2      ,12.0,7.0,58.333333333333336
ICE65035,24.0,14.0,58.333333333333336
LEX12A7460     ,12.0,7.0,58.333333333333336
SMD88062,12.0,7.0,58.333333333333336
PMC51901       ,12.0,7.0,58.333333333333336
FEL96893       ,12.0,7.0,58.333333333333336
MMM576,12.0,7.0,58.333333333333336
SMD17140       ,36.0,21.0,58.333333333333336
MMM675-6SSCY   ,12.0,7.0,58.333333333333336
KMW98006,12.0,7.0,58.333333333333336
MMM811-1/2X1296,1428.0,835.0,58.4733893557423
PATHASF1016-UC,53.0,31.0,58.490566037735846
GBC25830,53.0,31.0,58.490566037735846
BULC4260,94.0,55.0,58.51063829787234
BRTTN300HL     ,41.0,24.0,58.53658536585366
ESS02046,222.0,130.0,58.55855855855856
FEL58023,239.0,140.0,58.57740585774059
GLW22SL-GRE,99.0,58.0,58.58585858585859
CRD14052,174.0,102.0,58.62068965517241
SPR01705,29.0,17.0,58.62068965517241
PENBL20-C,162.0,95.0,58.641975308641975
DEF590501,162.0,95.0,58.641975308641975
DTM09633,104.0,61.0,58.65384615384615
RTG33117,358.0,210.0,58.659217877094974
MMM572-30,121.0,71.0,58.67768595041322
SWI77701,552.0,324.0,58.69565217391305
WLJ41923,109.0,64.0,58.71559633027523
MFECBNL13,63.0,37.0,58.73015873015873
MMM678-SP,286.0,168.0,58.74125874125874
FEL87265       ,80.0,47.0,58.75
HPG10461-2     ,262.0,154.0,58.778625954198475
ESS57505,165.0,97.0,58.78787878787879
NAT00996,85.0,50.0,58.8235294117647
LXLL570BR,34.0,20.0,58.8235294117647
FDP99382,34.0,20.0,58.8235294117647
HUN25986,51.0,30.0,58.8235294117647
RAYPS6-4B,17.0,10.0,58.8235294117647
TBLI4010WH,17.0,10.0,58.8235294117647
DGELA10R-06,17.0,10.0,58.8235294117647
SPR01440,17.0,10.0,58.8235294117647
PCEKX-TGA420B,17.0,10.0,58.8235294117647
AVE73610,51.0,30.0,58.8235294117647
AVE12453,51.0,30.0,58.8235294117647
BAULP1700,1905.0,1121.0,58.84514435695538
NAT22325,508.0,299.0,58.85826771653543
SEL10186       ,900.0,530.0,58.888888888888886
TBL2913WH,180.0,106.0,58.888888888888886
FBC1917,253.0,149.0,58.89328063241107
ESS57756,253.0,149.0,58.89328063241107
AMP24-047,202.0,119.0,58.91089108910891
ESS92402       ,129.0,76.0,58.91472868217054
BIN50-1401,1076.0,634.0,58.921933085501855
MMM688BL2,297.0,175.0,58.92255892255892
POW100211,56.0,33.0,58.92857142857143
SAF5254        ,39.0,23.0,58.97435897435897
AVE05735,195.0,115.0,58.97435897435897
ABFSC1155      ,78.0,46.0,58.97435897435897
MMMC15-BK,763.0,450.0,58.97771952817824
ESS152-1/3YEL  ,100.0,59.0,59.0
SAN40050       ,100.0,59.0,59.0
WLJ55095,61.0,36.0,59.01639344262295
QUA64116,149.0,88.0,59.060402684563755
SAM18635,853.0,504.0,59.08558030480656
XER8R7881      ,44.0,26.0,59.09090909090909
SONEDM540,66.0,39.0,59.09090909090909
QRT7920M,44.0,26.0,59.09090909090909
ANG1452P,66.0,39.0,59.09090909090909
QRT2364L,22.0,13.0,59.09090909090909
AVE05332       ,44.0,26.0,59.09090909090909
HON314P-Q      ,22.0,13.0,59.09090909090909
FEL90660,203.0,120.0,59.11330049261084
DUC07568,849.0,502.0,59.1283863368669
GEP27596,2863.0,1693.0,59.13377575969263
SPR01843,1828.0,1081.0,59.13566739606127
BICP411-BK,93.0,55.0,59.13978494623656
CRD26302,845.0,500.0,59.171597633136095
BIN58-7712     ,3807.0,2253.0,59.18045705279748
PIL36125,125.0,74.0,59.2
ELD21934,76.0,45.0,59.21052631578947
FSK94517797    ,260.0,154.0,59.23076923076923
AAGPM927-28,243.0,144.0,59.25925925925926
CNMBC-11E      ,27.0,16.0,59.25925925925926
RED43-481,329.0,195.0,59.27051671732523
BAU65509,5284.0,3132.0,59.27327781983346
BIN53-0525     ,226.0,134.0,59.29203539823009
SWI37854       ,113.0,67.0,59.29203539823009
IMN41149,642.0,381.0,59.345794392523366
FDP12117,32.0,19.0,59.375
AVE04600,399.0,237.0,59.3984962406015
DOM3503,69.0,41.0,59.42028985507246
PCEKX-TS3282W  ,37.0,22.0,59.45945945945946
PACZP2613,37.0,22.0,59.45945945945946
SMD74689       ,37.0,22.0,59.45945945945946
ESS2257Y,370.0,220.0,59.45945945945946
DUC10-00523-2,496.0,295.0,59.475806451612904
AVE03507,943.0,561.0,59.49098621420997
WLJ38160,237.0,141.0,59.49367088607595
DEF65502,84.0,50.0,59.523809523809526
BLDCHV9600,42.0,25.0,59.523809523809526
DEFCM34443F    ,42.0,25.0,59.523809523809526
MMM202BX-2,84.0,50.0,59.523809523809526
TAB06420,42.0,25.0,59.523809523809526
BON19603,89.0,53.0,59.550561797752806
PAP74106,2471.0,1472.0,59.57102387697289
HEWSJ3670C,47.0,28.0,59.57446808510638
IMN46168,151.0,90.0,59.602649006622514
SHRUX3CR       ,161.0,96.0,59.62732919254658
SAN33004,565.0,337.0,59.64601769911504
NIB752013687771,1398.0,834.0,59.65665236051502
ESS53498,935.0,558.0,59.67914438502674
AVE20418,211.0,126.0,59.71563981042654
TOP1291        ,643.0,384.0,59.72006220839813
QRT2364,72.0,43.0,59.72222222222222
KMW19400,338.0,202.0,59.76331360946745
SWI64601       ,107.0,64.0,59.81308411214953
AAGG202-00,578.0,346.0,59.86159169550173
QUAE9130,172.0,103.0,59.883720930232556
AVE02946       ,182.0,109.0,59.89010989010989
SMD53910,187.0,112.0,59.893048128342244
WLJ55062,756.0,453.0,59.92063492063492
STD9715-220,272.0,163.0,59.9264705882353
