zone,vendor_id,vendor_id_plot,quantity,share_pct
F,MEV,MEV,25.0,0.014900908955446282
F,AMP,AMP,23.0,0.013708836239010579
F,NEC,NEC,16.0,0.009536581731485621
F,AAG,AAG,15.0,0.008940545373267769
F,HUN,HUN,15.0,0.008940545373267769
F,SEE,SEE,15.0,0.008940545373267769
F,PTI,PTI,14.0,0.008344509015049918
F,VCT,VCT,14.0,0.008344509015049918
F,HWL,HWL,12.0,0.007152436298614215
F,KCS,KCS,11.0,0.006556399940396365
F,KTK,KTK,11.0,0.006556399940396365
F,SML,SML,11.0,0.006556399940396365
F,OKI,OKI,8.0,0.0047682908657428105
F,D2B,D2B,7.0,0.004172254507524959
F,GEL,GEL,7.0,0.004172254507524959
F,MAT,MAT,7.0,0.004172254507524959
F,EPS,EPS,6.0,0.0035762181493071074
F,VER,VER,6.0,0.0035762181493071074
F,X3R,X3R,6.0,0.0035762181493071074
F,ECI,ECI,5.0,0.0029801817910892563
F,ODC,ODC,5.0,0.0029801817910892563
F,AAL,AAL,2.0,0.0011920727164357026
F,BIN,BIN,2.0,0.0011920727164357026
F,BSH,BSH,2.0,0.0011920727164357026
F,CCP,CCP,2.0,0.0011920727164357026
F,HHM,HHM,2.0,0.0011920727164357026
F,KOK,KOK,2.0,0.0011920727164357026
F,MCG,MCG,2.0,0.0011920727164357026
F,ICE,ICE,1.0,0.0005960363582178513
F,A2G,A2G,0.0,0.0
F,AAE,AAE,0.0,0.0
F,BUL,BUL,0.0,0.0
F,PAG,PAG,0.0,0.0
L,E2E,E2E,3376.0,22.25004942990839
L,MAX,MAX,2682.0,17.676135240229353
L,DUR,DUR,2532.0,16.687537072431294
L,RAY,RAY,853.0,5.621828247544982
L,PRS,PRS,835.0,5.5031964674092135
L,SOY,SOY,786.0,5.180254399261846
L,CRO,CRO,477.0,3.1437421735978384
L,KOE,KOE,453.0,2.9855664667501483
L,IMN,IMN,436.0,2.873525341066368
L,POL,POL,380.0,2.504448691755091
L,RDC,RDC,377.0,2.4846767283991302
L,SAN,SAN,325.0,2.141962696895802
L,PSP,PSP,312.0,2.0562841890199697
L,FBC,FBC,245.0,1.614710340736835
L,ACC,ACC,207.0,1.364265471561326
L,PAL,PAL,168.0,1.10722994793383
L,HRZ,HRZ,124.0,0.8172411520463982
L,VER,VER,108.0,0.7117906808146048
L,IOM,IOM,69.0,0.4547551571871086
L,SON,SON,60.0,0.39543926711922495
L,FUT,FUT,45.0,0.2965794503394187
L,ACM,ACM,41.0,0.27021683253147033
L,MTR,MTR,36.0,0.23726356027153495
L,JOJ,JOJ,33.0,0.21749159691557374
L,ZPC,ZPC,33.0,0.21749159691557374
L,TOM,TOM,25.0,0.16476636129967706
L,MCN,MCN,20.0,0.13181308903974165
L,OLY,OLY,18.0,0.11863178013576747
L,BDT,BDT,16.0,0.10545047123179331
L,STD,STD,16.0,0.10545047123179331
L,SYO,SYO,15.0,0.09885981677980624
L,HEW,HEW,13.0,0.08567850787583207
L,FTI,FTI,12.0,0.07908785342384499
L,RBM,RBM,12.0,0.07908785342384499
L,C2M,C2M,6.0,0.03954392671192249
L,GIN,GIN,5.0,0.03295327225993541
L,KOD,KOD,5.0,0.03295327225993541
L,SHR,SHR,5.0,0.03295327225993541
L,LPL,LPL,4.0,0.026362617807948328
L,MHI,MHI,3.0,0.019771963355961247
L,MXB,MXB,3.0,0.019771963355961247
L,AVE,AVE,2.0,0.013181308903974164
L,BOS,BOS,0.0,0.0
L,H4W,H4W,0.0,0.0
L,H5W,H5W,0.0,0.0
R,S2E,S2E,55360.0,14.57352178525642
R,ESS,ESS,36323.0,9.562030921348788
R,RDC,RDC,31439.0,8.276317763848926
R,SAN,SAN,30615.0,8.059399737276468
R,AVE,AVE,27569.0,7.2575401390486665
R,ACC,ACC,25574.0,6.732356324713649
R,CRD,CRD,18103.0,4.765615333787879
R,S2B,S2B,10323.0,2.717530082897435
R,GUS,GUS,9301.0,2.4484885499398477
R,QUA,QUA,7906.0,2.0812547549537075
R,PAC,PAC,6805.0,1.7914164694485173
R,FSK,FSK,6032.0,1.5879241945207136
R,RED,RED,5702.0,1.5010516838788313
R,SAM,SAM,5621.0,1.479728431266733
R,LIO,LIO,5518.0,1.4526136779451755
R,FEL,FEL,5014.0,1.3199356616921185
R,TOP,TOP,4648.0,1.2235861498893033
R,CLI,CLI,4223.0,1.1117048861838486
R,BIC,BIC,4014.0,1.0566856294439895
R,MMM,MMM,3588.0,0.9445411157062867
R,GBC,GBC,3572.0,0.9403291151903167
R,AVT,AVT,3459.0,0.910581861546278
R,BSP,BSP,2898.0,0.7628985934550777
R,A2G,A2G,2851.0,0.7505258419394156
R,RIV,RIV,2798.0,0.7365735902302648
R,WEV,WEV,2640.0,0.6949800851350605
R,RAM,RAM,2587.0,0.6810278334259096
R,G2C,G2C,2550.0,0.6712875822327288
R,WAU,WAU,2498.0,0.6575985805558261
R,MEA,MEA,2380.0,0.6265350767505469
R,ELD,ELD,2318.0,0.6102135747511629
R,N2K,N2K,2251.0,0.5925758225905383
R,PMC,PMC,1901.0,0.5004383113036932
R,OIC,OIC,1814.0,0.47753555849810597
R,SOY,SOY,1420.0,0.3738150457923431
R,H2W,H2W,1287.0,0.33880279150334197
R,DBL,DBL,1258.0,0.33116854056814626
R,ALL,ALL,1184.0,0.31168803818178464
R,MAX,MAX,1134.0,0.2985255365693782
R,BOR,BOR,1118.0,0.29431353605340815
R,ROA,ROA,1041.0,0.2740432835703023
R,DEF,DEF,1039.0,0.273516783505806
R,SLT,SLT,1022.0,0.26904153295758776
R,RTG,RTG,1008.0,0.265356032506114
R,AMP,AMP,997.0,0.26246028215138456
R,ROG,ROG,991.0,0.26088078195789577
R,GEO,GEO,969.0,0.25508928124843694
R,NUD,NUD,900.0,0.23692502902331608
R,CPM,CPM,877.0,0.23087027828160908
R,BIM,BIM,864.0,0.2274480278623834
R,BOS,BOS,843.0,0.2219197771851727
R,SOU,SOU,689.0,0.18137927221896086
R,FAL,FAL,672.0,0.17690402167074265
R,SAU,SAU,630.0,0.16584752031632125
R,VER,VER,595.0,0.15663376918763672
R,EPS,EPS,576.0,0.15163201857492226
R,ACM,ACM,573.0,0.1508422684781779
R,BAU,BAU,568.0,0.14952601831693724
R,DAX,DAX,558.0,0.14689351799445594
R,NUK,NUK,557.0,0.14663026796220782
R,AKM,AKM,542.0,0.1426815174784859
R,BRT,BRT,510.0,0.13425751644654577
R,KLF,KLF,504.0,0.132678016253057
R,MMF,MMF,491.0,0.1292557658338313
R,UTC,UTC,480.0,0.1263600154791019
R,JOJ,JOJ,474.0,0.12478051528561312
R,DIX,DIX,436.0,0.11477701406018423
R,XER,XER,343.0,0.09029476106110823
R,OKI,OKI,341.0,0.08976826099661198
R,LEO,LEO,338.0,0.0889785108998676
R,LEX,LEX,336.0,0.08845201083537133
R,ADC,ADC,330.0,0.08687251064188256
R,BIG,BIG,315.0,0.08292376015816062
R,UMI,UMI,303.0,0.07976475977118307
R,MFE,MFE,300.0,0.07897500967443868
R,AAG,AAG,280.0,0.0737100090294761
R,DUC,DUC,280.0,0.0737100090294761
R,BIN,BIN,276.0,0.07265700890048359
R,HRZ,HRZ,254.0,0.06686550819102476
R,CPA,CPA,250.0,0.06581250806203223
R,I2C,I2C,250.0,0.06581250806203223
R,MLK,MLK,246.0,0.06475950793303972
R,SBK,SBK,232.0,0.06107400748156591
R,MNK,MNK,228.0,0.0600210073525734
R,CMC,CMC,226.0,0.05949450728807715
R,PTI,PTI,222.0,0.058441507159084624
R,VCT,VCT,218.0,0.057388507030092115
R,COX,COX,216.0,0.05686200696559585
R,IDE,IDE,209.0,0.05501925673985895
R,PFI,PFI,196.0,0.05159700632063328
R,LCC,LCC,190.0,0.0500175061271445
R,KTK,KTK,187.0,0.04922775603040012
R,MAT,MAT,185.0,0.048701255965903856
R,M2M,M2M,184.0,0.04843800593365573
R,MCG,MCG,176.0,0.046332005675670695
R,DOT,DOT,168.0,0.04422600541768566
R,MCN,MCN,160.0,0.04212000515970064
R,ANG,ANG,144.0,0.037908004643730564
R,LEE,LEE,144.0,0.037908004643730564
R,MAS,MAS,144.0,0.037908004643730564
R,E2E,E2E,138.0,0.03632850445024179
R,PAL,PAL,136.0,0.03580200438574554
R,DTM,DTM,134.0,0.035275504321249276
R,SAF,SAF,132.0,0.03474900425675302
R,NPT,NPT,129.0,0.03395925416000863
R,INU,INU,127.0,0.03343275409551238
R,X3R,X3R,124.0,0.03264300399876799
R,CBI,CBI,120.0,0.03159000386977547
R,CKC,CKC,119.0,0.031326753837527345
R,TBL,TBL,116.0,0.030537003740782956
R,PLN,PLN,111.0,0.029220753579542312
R,NYB,NYB,110.0,0.028957503547294185
R,ACP,ACP,106.0,0.027904503418301668
R,GEN,GEN,105.0,0.02764125338605354
R,EGP,EGP,96.0,0.025272003095820377
R,NYR,NYR,96.0,0.025272003095820377
R,VEK,VEK,96.0,0.025272003095820377
R,IMN,IMN,94.0,0.024745503031324122
R,AAE,AAE,90.0,0.023692502902331606
R,H3W,H3W,90.0,0.023692502902331606
R,PHC,PHC,90.0,0.023692502902331606
R,CYC,CYC,84.0,0.02211300270884283
R,WIM,WIM,84.0,0.02211300270884283
R,CSO,CSO,83.0,0.021849752676594704
R,TCO,TCO,83.0,0.021849752676594704
R,TEX,TEX,83.0,0.021849752676594704
R,TRP,TRP,80.0,0.02106000257985032
R,RAY,RAY,78.0,0.02053350251535406
R,BTC,BTC,74.0,0.01948050238636154
R,WLG,WLG,72.0,0.018954002321865282
R,AOP,AOP,66.0,0.01737450212837651
R,SHR,SHR,66.0,0.01737450212837651
R,FST,FST,65.0,0.01711125209612838
R,EUK,EUK,64.0,0.016848002063880253
R,MNB,MNB,60.0,0.015795001934887736
R,CVR,CVR,59.0,0.015531751902639609
R,BDY,BDY,53.0,0.013952251709150834
R,CNM,CNM,52.0,0.013689001676902705
R,IOM,IOM,52.0,0.013689001676902705
R,HUN,HUN,51.0,0.013425751644654576
R,POA,POA,49.0,0.01289925158015832
R,BAL,BAL,48.0,0.012636001547910189
R,BHC,BHC,48.0,0.012636001547910189
R,ECF,ECF,48.0,0.012636001547910189
R,WTB,WTB,48.0,0.012636001547910189
R,PRE,PRE,45.0,0.011846251451165803
R,SIL,SIL,45.0,0.011846251451165803
R,GRB,GRB,44.0,0.011583001418917674
R,KCS,KCS,44.0,0.011583001418917674
R,TXD,TXD,40.0,0.01053000128992516
R,URI,URI,40.0,0.01053000128992516
R,VUR,VUR,39.0,0.01026675125767703
R,MEV,MEV,38.0,0.0100035012254289
R,HOR,HOR,29.0,0.007634250935195739
R,PCE,PCE,29.0,0.007634250935195739
R,ASG,ASG,28.0,0.007371000902947612
R,BND,BND,28.0,0.007371000902947612
R,VTE,VTE,28.0,0.007371000902947612
R,MHI,MHI,25.0,0.006581250806203223
R,RUC,RUC,25.0,0.006581250806203223
R,CDB,CDB,24.0,0.006318000773955094
R,DUR,DUR,24.0,0.006318000773955094
R,FIA,FIA,24.0,0.006318000773955094
R,GOL,GOL,24.0,0.006318000773955094
R,IDC,IDC,24.0,0.006318000773955094
R,JCC,JCC,24.0,0.006318000773955094
R,WDF,WDF,24.0,0.006318000773955094
R,GCM,GCM,22.0,0.005791500709458837
R,NEC,NEC,22.0,0.005791500709458837
R,MSE,MSE,19.0,0.00500175061271445
R,HVR,HVR,18.0,0.0047385005804663205
R,HWL,HWL,18.0,0.0047385005804663205
R,LAK,LAK,18.0,0.0047385005804663205
R,CAO,CAO,17.0,0.004475250548218192
R,LTH,LTH,17.0,0.004475250548218192
R,BMT,BMT,16.0,0.004212000515970063
R,PAT,PAT,16.0,0.004212000515970063
R,K2D,K2D,15.0,0.003948750483721934
R,SEE,SEE,15.0,0.003948750483721934
R,J2J,J2J,12.0,0.003159000386977547
R,LIL,LIL,12.0,0.003159000386977547
R,RAN,RAN,12.0,0.003159000386977547
R,SML,SML,12.0,0.003159000386977547
R,TXC,TXC,12.0,0.003159000386977547
R,MAV,MAV,11.0,0.0028957503547294185
R,ARS,ARS,10.0,0.00263250032248129
R,CUI,CUI,10.0,0.00263250032248129
R,SPR,SPR,10.0,0.00263250032248129
R,SYO,SYO,8.0,0.0021060002579850316
R,AAL,AAL,7.0,0.001842750225736903
R,BDT,BDT,7.0,0.001842750225736903
R,CCM,CCM,7.0,0.001842750225736903
R,ODC,ODC,7.0,0.001842750225736903
R,DRB,DRB,6.0,0.0015795001934887736
R,JAV,JAV,6.0,0.0015795001934887736
R,S2F,S2F,6.0,0.0015795001934887736
R,ILC,ILC,5.0,0.001316250161240645
R,TAB,TAB,5.0,0.001316250161240645
R,H5W,H5W,4.0,0.0010530001289925158
R,SON,SON,4.0,0.0010530001289925158
R,A2E,A2E,1.0,0.00026325003224812895
R,MXB,MXB,1.0,0.00026325003224812895
R,NCS,NCS,1.0,0.00026325003224812895
R,SPZ,SPZ,1.0,0.00026325003224812895
W,INU,INU,78886.0,32.913050734312414
W,S2B,S2B,26664.0,11.12483311081442
W,QUA,QUA,25765.0,10.749749666221629
W,G4P,G4P,10435.0,4.353721628838452
W,XER,XER,8979.0,3.7462449933244324
W,FEL,FEL,8659.0,3.6127336448598135
W,IMP,IMP,7896.0,3.2943925233644857
W,H2W,H2W,5527.0,2.3059913217623498
W,RAM,RAM,5339.0,2.227553404539386
W,SPZ,SPZ,4004.0,1.6705607476635513
W,ACC,ACC,3982.0,1.661381842456609
W,GBC,GBC,3501.0,1.4606975967957276
W,VOT,VOT,3311.0,1.3814252336448598
W,SNA,SNA,3243.0,1.3530540720961282
W,ESS,ESS,3074.0,1.282543391188251
W,RDC,RDC,2897.0,1.2086949265687583
W,EGP,EGP,2736.0,1.1415220293724966
W,ELD,ELD,2465.0,1.028454606141522
W,GEP,GEP,2074.0,0.8653204272363151
W,WBI,WBI,1932.0,0.8060747663551402
W,PMC,PMC,1906.0,0.7952269692923899
W,PAC,PAC,1838.0,0.7668558077436582
W,DUC,DUC,1566.0,0.6533711615487316
W,D2F,D2F,1158.0,0.48314419225634175
W,SAN,SAN,1140.0,0.47563417890520693
W,ASG,ASG,1119.0,0.46687249666221625
W,MMF,MMF,1018.0,0.42473297730307075
W,AVE,AVE,864.0,0.3604806408544726
W,BRT,BRT,754.0,0.3145861148197597
W,S2E,S2E,747.0,0.3116655540720961
W,NLE,NLE,723.0,0.3016522029372497
W,OIC,OIC,704.0,0.2937249666221629
W,N2K,N2K,679.0,0.2832943925233645
W,UNS,UNS,660.0,0.27536715620827773
W,CAO,CAO,577.0,0.240737650200267
W,SCC,SCC,566.0,0.23614819759679573
W,CPM,CPM,544.0,0.22696929238985314
W,G2C,G2C,528.0,0.22029372496662217
W,RUC,RUC,518.0,0.21612149532710279
W,IRS,IRS,477.0,0.19901535380507343
W,ALL,ALL,470.0,0.1960947930574099
W,AKM,AKM,461.0,0.19233978638184246
W,BDY,BDY,391.0,0.16313417890520696
W,MMM,MMM,391.0,0.16313417890520696
W,BHC,BHC,379.0,0.15812750333778372
W,SAF,SAF,377.0,0.15729305740987984
W,AAI,AAI,336.0,0.14018691588785046
W,GOL,GOL,330.0,0.13768357810413887
W,NCE,NCE,313.0,0.13059078771695595
W,LEX,LEX,307.0,0.12808744993324434
W,URI,URI,297.0,0.12391522029372495
W,HSN,HSN,283.0,0.11807409879839786
W,PAT,PAT,273.0,0.11390186915887851
W,WAU,WAU,243.0,0.10138518024032042
W,AVT,AVT,241.0,0.10055073431241654
W,SHW,SHW,234.0,0.09763017356475301
W,MFE,MFE,229.0,0.09554405874499332
W,CRD,CRD,221.0,0.09220627503337783
W,CLI,CLI,180.0,0.07510013351134846
W,SPR,SPR,180.0,0.07510013351134846
W,CMC,CMC,175.0,0.07301401869158879
W,PRE,PRE,163.0,0.06800734312416555
W,RIV,RIV,162.0,0.06759012016021361
W,MSE,MSE,161.0,0.06717289719626168
W,SUG,SUG,153.0,0.0638351134846462
W,GRB,GRB,143.0,0.059662883845126836
W,SLT,SLT,138.0,0.05757676902536715
W,TOP,TOP,127.0,0.05298731642189586
W,LAK,LAK,125.0,0.05215287049399198
W,HEW,HEW,123.0,0.051318424566088115
W,GPL,GPL,122.0,0.05090120160213618
W,BIM,BIM,120.0,0.05006675567423231
W,AOP,AOP,119.0,0.04964953271028037
W,ARS,ARS,114.0,0.047563417890520696
W,GIL,GIL,110.0,0.045894526034712946
W,HRZ,HRZ,108.0,0.04506008010680908
W,EPS,EPS,107.0,0.044642857142857144
W,ROG,ROG,102.0,0.04255674232309747
W,SHR,SHR,96.0,0.04005340453938584
W,AMP,AMP,95.0,0.03963618157543391
W,NYB,NYB,92.0,0.038384512683578106
W,EUK,EUK,91.0,0.037967289719626166
W,HVR,HVR,85.0,0.035463951935914555
W,SYO,SYO,79.0,0.03296061415220294
W,NEC,NEC,69.0,0.028788384512683576
W,HUN,HUN,65.0,0.027119492656875833
W,COX,COX,58.0,0.024198931909212282
W,WER,WER,58.0,0.024198931909212282
W,CRA,CRA,53.0,0.0221128170894526
W,LCC,LCC,51.0,0.021278371161548734
W,MAT,MAT,49.0,0.020443925233644862
W,MJM,MJM,47.0,0.019609479305740987
W,CYC,CYC,46.0,0.019192256341789053
W,HNI,HNI,39.0,0.0162716955941255
W,DEF,DEF,35.0,0.014602803738317755
W,MAV,MAV,35.0,0.014602803738317755
W,CCM,CCM,33.0,0.013768357810413885
W,PAL,PAL,32.0,0.01335113484646195
W,CVR,CVR,31.0,0.012933911882510014
W,POM,POM,28.0,0.011682242990654207
W,SEE,SEE,27.0,0.01126502002670227
W,ANG,ANG,26.0,0.010847797062750334
W,ECI,ECI,24.0,0.01001335113484646
W,NWC,NWC,24.0,0.01001335113484646
W,BSH,BSH,21.0,0.008761682242990653
W,SML,SML,21.0,0.008761682242990653
W,AAL,AAL,19.0,0.007927236315086782
W,GIP,GIP,19.0,0.007927236315086782
W,GEN,GEN,17.0,0.007092790387182911
W,D2B,D2B,14.0,0.0058411214953271035
W,HWL,HWL,14.0,0.0058411214953271035
W,UMI,UMI,13.0,0.005423898531375167
W,MEV,MEV,12.0,0.00500667556742323
W,PTI,PTI,12.0,0.00500667556742323
W,SEB,SEB,11.0,0.0045894526034712954
W,FRB,FRB,10.0,0.004172229639519359
W,TRP,TRP,10.0,0.004172229639519359
W,BDT,BDT,9.0,0.0037550066755674236
W,LTH,LTH,9.0,0.0037550066755674236
W,NUK,NUK,9.0,0.0037550066755674236
W,AAG,AAG,8.0,0.0033377837116154874
W,CPA,CPA,8.0,0.0033377837116154874
W,ICE,ICE,8.0,0.0033377837116154874
W,POA,POA,8.0,0.0033377837116154874
W,TBL,TBL,8.0,0.0033377837116154874
W,BAU,BAU,7.0,0.0029205607476635517
W,GCM,GCM,7.0,0.0029205607476635517
W,VER,VER,7.0,0.0029205607476635517
W,KCS,KCS,6.0,0.002503337783711615
W,OKI,OKI,6.0,0.002503337783711615
W,CSO,CSO,5.0,0.0020861148197596794
W,TCO,TCO,5.0,0.0020861148197596794
W,FSK,FSK,4.0,0.0016688918558077437
W,HHM,HHM,4.0,0.0016688918558077437
W,RBM,RBM,4.0,0.0016688918558077437
W,UNG,UNG,4.0,0.0016688918558077437
W,X3R,X3R,4.0,0.0016688918558077437
W,CCP,CCP,3.0,0.0012516688918558076
W,CUI,CUI,3.0,0.0012516688918558076
W,HOR,HOR,3.0,0.0012516688918558076
W,LPL,LPL,3.0,0.0012516688918558076
W,NUD,NUD,3.0,0.0012516688918558076
W,SON,SON,3.0,0.0012516688918558076
W,ACM,ACM,2.0,0.0008344459279038719
W,E3D,E3D,2.0,0.0008344459279038719
W,GEO,GEO,2.0,0.0008344459279038719
W,S2R,S2R,2.0,0.0008344459279038719
