item,activity,share_pct,cum_share_pct,rank
PAP843-01,1296.0,0.06421964704961265,11.547941254879659,102
PAP303-01,1294.0,0.06412054265601756,11.612061797535675,103
AAGE717-50-05,1283.0,0.06357546849124462,11.67563726602692,104
SPR2058,1281.0,0.06347636409764953,11.739113630124569,105
ACC72385,1274.0,0.06312949872006676,11.802243128844635,106
SPR81001,1263.0,0.06258442455529381,11.864827553399929,107
AAGE717T-50,1261.0,0.06248532016169873,11.927312873561627,108
SPR01605,1239.0,0.06139517183215284,11.98870804539378,109
SPR81002,1231.0,0.06099875425777251,12.049706799651553,110
CCS24305,1222.0,0.060552784486594645,12.110259584138147,111
SPR05121,1221.0,0.06050323228979711,12.170762816427944,112
SPR02270,1220.0,0.06045368009299956,12.231216496520943,113
IMN12881,1219.0,0.060404127896202024,12.291620624417146,114
PAP842-01,1214.0,0.06015636691221432,12.35177699132936,115
SPR01317,1178.0,0.05837248782750286,12.410149479156862,116
AVE07-742,1164.0,0.057678757072337286,12.467828236229199,117
BICGSM11-RD,1163.0,0.05762920487553975,12.525457441104738,118
SPR05120,1160.0,0.05748054828514713,12.582937989389885,119
HEWC4844A,1159.0,0.05743099608834958,12.640368985478235,120
ACC72380,1155.0,0.057232787301159424,12.697601772779395,121
SPRSP43T,1142.0,0.056588608742791396,12.754190381522186,122
MMM653-YW,1140.0,0.056489504349196314,12.810679885871382,123
SNA12534,1137.0,0.05634084775880369,12.867020733630186,124
ELD03946,1136.0,0.05629129556200615,12.923312029192193,125
HEW51629A,1133.0,0.05614263897161353,12.979454668163806,126
PIL77241,1127.0,0.055845325790828286,13.035299993954634,127
SPR05123,1118.0,0.05539935601965042,13.090699349974285,128
AAGSK24-00-05,1106.0,0.054804729658079934,13.145504079632365,129
FSK10207097,1101.0,0.05455696867409223,13.200061048306457,130
RAC75501,1092.0,0.05411099890291436,13.254172047209371,131
MMM6539-YW,1090.0,0.05401189450931928,13.30818394171869,132
SPR50601,1090.0,0.05401189450931928,13.36219583622801,133
GEPKM20,1088.0,0.0539127901157242,13.416108626343734,134
BRTM231,1081.0,0.05356592473814142,13.469674551081875,135
SPRSP111,1080.0,0.05351637254134387,13.523190923623218,136
SPR02188,1076.0,0.05331816375415371,13.576509087377373,137
SPR60032,1068.0,0.05292174617977339,13.629430833557146,138
BRTPC301,1059.0,0.05247577640859552,13.681906609965742,139
SPRSP095-1/3,1058.0,0.05242622421179798,13.73433283417754,140
SPRSP42T,1056.0,0.0523271198182029,13.786659953995743,141
NUKNR-42,1052.0,0.05212891103101274,13.838788865026755,142
COX01593,1051.0,0.052079358834215196,13.89086822386097,143
MMM6559-YW,1050.0,0.05202980663741766,13.942898030498387,144
AVE24-000,1041.0,0.05158383686623979,13.994481867364627,145
SPR19803,1040.0,0.05153428466944225,14.046016152034069,146
SPR01487,1040.0,0.05153428466944225,14.09755043670351,147
HPG10326-7,1040.0,0.05153428466944225,14.149084721372953,148
SPR00895,1036.0,0.051336075882252086,14.200420797255205,149
PAP332-11,1028.0,0.05093965830787176,14.251360455563077,150
SPR19-1LB,1020.0,0.05054324073349144,14.301903696296568,151
MMF200-0351-10,1016.0,0.05034503194630128,14.35224872824287,152
SPR05124,1012.0,0.05014682315911111,14.40239555140198,153
BICGSMG11-BE,1008.0,0.04994861437192095,14.452344165773901,154
SPR00827,1005.0,0.04979995778152833,14.50214412355543,155
MMM3750-2X60-TT,998.0,0.04945309240394554,14.551597215959376,156
SAN25025,997.0,0.049403540207148,14.601000756166524,157
SPR19784,996.0,0.049353988010350465,14.650354744176875,158
AVE30600,995.0,0.04930443581355292,14.699659179990428,159
ACE76004,993.0,0.049205331419957844,14.748864511410385,160
SPR02271,990.0,0.04905667482956522,14.79792118623995,161
SPR05706,982.0,0.04866025725518489,14.846581443495134,162
BICGSMG11-BK,974.0,0.04826383968080457,14.89484528317594,163
BOS02695,959.0,0.04752055672884146,14.942365839904781,164
SAN30002,952.0,0.04717369135125868,14.989539531256039,165
SPR09099,946.0,0.04687637817047343,15.036415909426513,166
CCS72100,946.0,0.04687637817047343,15.083292287596986,167
HEWC6578AN,946.0,0.04687637817047343,15.13016866576746,168
GPC700B,944.0,0.04677727377687835,15.17694593954434,169
HEWC1823D,942.0,0.04667816938328327,15.223624108927622,170
SPR03301,940.0,0.04657906498968819,15.27020317391731,171
SHA22112,939.0,0.046529512792890644,15.3167326867102,172
SMD68670,937.0,0.04643040839929557,15.363163095109496,173
MMM680-9,924.0,0.04578622984092754,15.408949324950424,174
SPR02041,917.0,0.045439364463344754,15.454388689413769,175
HEW92298A,917.0,0.045439364463344754,15.499828053877113,176
GEPSX7,915.0,0.04534026006974967,15.545168313946863,177
SPR00785,910.0,0.04509249908576197,15.590260813032625,178
HEWC4092A,910.0,0.04509249908576197,15.635353312118387,179
SPR2014,908.0,0.044993394692166885,15.680346706810553,180
NAT00864,905.0,0.044844738101774265,15.725191444912328,181
AVE00-166,904.0,0.04479518590497673,15.769986630817305,182
SAN25076,902.0,0.044696081511381644,15.814682712328686,183
TOP3002S,898.0,0.04449787272419148,15.859180585052878,184
COX35306,898.0,0.04449787272419148,15.903678457777069,185
SHA22111,898.0,0.04449787272419148,15.94817633050126,186
SAN13601,896.0,0.0443987683305964,15.992575098831857,187
AAGE17-00,895.0,0.04434921613379886,16.036924314965656,188
SPR00812,892.0,0.04420055954340624,16.08112487450906,189
PAP747-01,891.0,0.0441510073466087,16.12527588185567,190
HPG10460-4,891.0,0.0441510073466087,16.16942688920228,191
SPR11078,888.0,0.04400235075621608,16.213429239958497,192
HEWC5011DN,887.0,0.043952798559418534,16.257382038517914,193
SPR02269,880.0,0.04360593318183575,16.30098797169975,194
PAG80273,877.0,0.04345727659144313,16.344445248291194,195
AAGSW200-00,877.0,0.04345727659144313,16.387902524882637,196
SPR70352,870.0,0.04311041121386035,16.431012936096497,197
MMM3710-2-TT,868.0,0.043011306820265265,16.474024242916762,198
OIC93690,863.0,0.04276354583627756,16.51678778875304,199
PENC505-HB,862.0,0.042713993639480016,16.55950178239252,200
BICWOFSM12WHI,860.0,0.04261488924588494,16.602116671638406,201
SPR08855,859.0,0.042565337049087396,16.644682008687493,202
DRC8J8,857.0,0.04246623265549231,16.687148241342985,203
PAP633-01,853.0,0.042268023868302154,16.729416265211288,204
ESS752-1/3,848.0,0.04202026288431445,16.771436528095602,205
GEP5342DX,848.0,0.04202026288431445,16.813456790979917,206
SHREL2630PII,847.0,0.04197071068751691,16.855427501667435,207
SPR64-1LB,845.0,0.04187160629392183,16.897299107961356,208
HPG10500-7,839.0,0.04157429311313658,16.938873401074492,209
SPR33-1/4LB,839.0,0.04157429311313658,16.980447694187628,210
BICBLP51W-ASST,838.0,0.041524740916339044,17.02197243510397,211
RUB49306,837.0,0.041475188719541506,17.06344762382351,212
OKI52102001,833.0,0.04127697993235134,17.104724603755862,213
SWI54551,831.0,0.04117787553875626,17.14590247929462,214
SPR32-1LB,829.0,0.04107877114516118,17.186981250439782,215
SWI74701,827.0,0.0409796667515661,17.22796091719135,216
SPR40000,826.0,0.040930114554768554,17.26889103174612,217
SPR01604,823.0,0.04078145796437593,17.309672489710493,218
SPR60043,823.0,0.04078145796437593,17.35045394767487,219
SWI54019,820.0,0.04063280137398331,17.391086749048853,220
SPR01482,814.0,0.04033548819319807,17.43142223724205,221
SPR01720,813.0,0.040285935996400526,17.47170817323845,222
SMD67904,812.0,0.04023638379960299,17.511944557038053,223
PIL31020,809.0,0.04008772720921037,17.552032284247264,224
SPRW1011,803.0,0.03979041402842512,17.59182269827569,225
SAN33001,803.0,0.03979041402842512,17.631613112304112,226
SPR01470,800.0,0.0396417574380325,17.671254869742146,227
GEP206-03,797.0,0.03949310084763988,17.710747970589786,228
SAN35001,796.0,0.03944354865084234,17.750191519240627,229
LEX1380999,790.0,0.03914623547005709,17.789337754710683,230
SAN81505,790.0,0.03914623547005709,17.82848399018074,231
CPM26548,788.0,0.039047131076462016,17.8675311212572,232
PAP841-01,784.0,0.03884892228927185,17.906380043546474,233
MMM7274-T,782.0,0.03874981789567677,17.94512986144215,234
KIM21270,781.0,0.03870026569887923,17.98383012714103,235
SPRSP53-1/3,779.0,0.03860116130528415,18.022431288446313,236
PAP968-01,778.0,0.03855160910848661,18.0609828975548,237
MMM680-1,775.0,0.03840295251809398,18.099385850072895,238
ALL00700,773.0,0.038303848124498906,18.137689698197395,239
OIC94909,773.0,0.038303848124498906,18.175993546321894,240
SPR74100,772.0,0.03825429592770136,18.214247842249595,241
MMMR330-YW,771.0,0.03820474373090382,18.2524525859805,242
SPR06121,770.0,0.038155191534106285,18.290607777514605,243
MMM62003/4X1000,770.0,0.038155191534106285,18.32876296904871,244
EPSS191089,770.0,0.038155191534106285,18.366918160582816,245
SAN15001,764.0,0.03785787835332104,18.404776038936138,246
AVE05366,763.0,0.0378083261565235,18.44258436509266,247
CCS71100,762.0,0.037758773959725954,18.480343139052387,248
ACC72010,761.0,0.037709221762928416,18.518052360815314,249
ACC72610,761.0,0.037709221762928416,18.555761582578242,250
PAP06564,757.0,0.03751101297573825,18.59327259555398,251
LEX12A1970,755.0,0.037411908582143175,18.630684504136124,252
AVE05260,754.0,0.03736235638534563,18.668046860521468,253
SPR00786,753.0,0.03731280418854809,18.705359664710016,254
SPRSP53-1/5,751.0,0.03721369979495301,18.74257336450497,255
EPSS189108,749.0,0.037114595401357926,18.77968795990633,256
BAU42121,743.0,0.036817282220572685,18.8165052421269,257
BICWOFEC12WHI,743.0,0.036817282220572685,18.853322524347472,258
SPR01449,741.0,0.0367181778269776,18.89004070217445,259
QUA63778,741.0,0.0367181778269776,18.926758880001426,260
HEWC8061X,740.0,0.036668625630180064,18.963427505631607,261
HEW51626A,731.0,0.036222655859002195,18.99965016149061,262
ABFSC115-4D,727.0,0.03602444707181204,19.035674608562424,263
SPR02301,726.0,0.03597489487501449,19.07164950343744,264
OIC99911,722.0,0.03577668608782433,19.107426189525263,265
SPR03501,720.0,0.03567758169422925,19.143103771219494,266
SUG50150,719.0,0.03562802949743171,19.178731800716925,267
HPG10246-7,719.0,0.03562802949743171,19.214359830214356,268
MMM680-5,714.0,0.03538026851344401,19.2497400987278,269
HEWQ2613A,712.0,0.035281164119848926,19.285021262847646,270
PAP966-01,712.0,0.035281164119848926,19.320302426967494,271
GEP273-85,712.0,0.035281164119848926,19.355583591087342,272
PAG32311,709.0,0.035132507529456306,19.3907160986168,273
SPR01488,706.0,0.034983850939063685,19.425699949555863,274
JOJ44910,705.0,0.03493429874226614,19.460634248298128,275
HEWC3903A,705.0,0.03493429874226614,19.495568547040392,276
FSK21187797,704.0,0.0348847465454686,19.53045329358586,277
COX02490,702.0,0.03478564215187352,19.565238935737735,278
RUB29561,702.0,0.03478564215187352,19.60002457788961,279
SMD68620,696.0,0.03448832897108828,19.6345129068607,280
BRTTN460,693.0,0.03433967238069565,19.668852579241396,281
EVEE91SF-24,693.0,0.03433967238069565,19.70319225162209,282
VCT1100-2,691.0,0.034240567987100574,19.737432819609193,283
SWI54501,689.0,0.03414146359350549,19.7715742832027,284
BOSSBS19-1/4-CP,687.0,0.03404235919991041,19.80561664240261,285
LEX10N0016,686.0,0.03399280700311287,19.839609449405724,286
SPR01519,683.0,0.03384415041272025,19.873453599818443,287
PIL31021,679.0,0.033645941625530085,19.907099541443973,288
CCS71010,679.0,0.033645941625530085,19.940745483069502,289
ACC72100,678.0,0.03359638942873255,19.974341872498236,290
FALDPSXL,677.0,0.033546837231935,20.00788870973017,291
AAGE217-50,674.0,0.03339818064154238,20.041286890371712,292
SPROP911C,671.0,0.03324952405114976,20.074536414422862,293
SPR01155,671.0,0.03324952405114976,20.107785938474013,294
BICGSF11-BK,671.0,0.03324952405114976,20.141035462525164,295
SMD10330,670.0,0.033199971854352216,20.174235434379515,296
SAN37001,670.0,0.033199971854352216,20.207435406233866,297
NES30212,669.0,0.03315041965755468,20.240585825891422,298
SPR19-1/4LB,668.0,0.03310086746075714,20.27368669335218,299
RUB25021,667.0,0.033051315263959595,20.30673800861614,300
COX60738,666.0,0.03300176306716206,20.339739771683302,301
SPR80201,664.0,0.032902658673566974,20.37264243035687,302
SPR00350,662.0,0.03280355427997189,20.40544598463684,303
HEWC5010DN,661.0,0.032754002083174354,20.438199986720015,304
SPZ21200,660.0,0.032704449886376816,20.470904436606393,305
PAG33549,659.0,0.03265489768957927,20.50355933429597,306
SPRR20,656.0,0.03250624109918665,20.53606557539516,307
SAN38201,656.0,0.03250624109918665,20.568571816494348,308
PAP631-01,655.0,0.03245668890238911,20.601028505396737,309
HEWC6614DN,654.0,0.03240713670559157,20.633435642102327,310
BOSB660BK,654.0,0.03240713670559157,20.665842778807917,311
EVE357BP,653.0,0.03235758450879403,20.69820036331671,312
FSK15007797,652.0,0.032308032311996485,20.730508395628707,313
TOM68676,649.0,0.032159375721603864,20.762667771350312,314
SPR03602,649.0,0.032159375721603864,20.794827147071917,315
CNMBCI-3EBK,649.0,0.032159375721603864,20.826986522793522,316
SPR117B-1/4LB,648.0,0.032109823524806326,20.859096346318328,317
GEPHS551,645.0,0.031961166934413705,20.89105751325274,318
PAG40725,642.0,0.031812510344021085,20.92287002359676,319
ELD22221,639.0,0.03166385375362846,20.95453387735039,320
BICWOSQP11,637.0,0.03156474936003338,20.986098626710422,321
MMM653-AU,637.0,0.03156474936003338,21.017663376070455,322
RAC94532,636.0,0.031515197163235836,21.049178573233693,323
CNMTX220H,636.0,0.031515197163235836,21.08069377039693,324
SPRSP52X2-1/5,635.0,0.0314656449664383,21.11215941536337,325
SPR01651,633.0,0.031366540572843216,21.143525955936212,326
SAN30003,630.0,0.031217883982450595,21.174743839918662,327
SPR01527,630.0,0.031217883982450595,21.205961723901112,328
FSK99657797,629.0,0.031168331785653054,21.237130055686766,329
BRTTN430,629.0,0.031168331785653054,21.26829838747242,330
SPR64-1/4LB,628.0,0.031118779588855512,21.299417167061275,331
SPR00906,628.0,0.031118779588855512,21.33053594665013,332
SPR46SP,628.0,0.031118779588855512,21.361654726238985,333
SBK258194,627.0,0.03106922739205797,21.392723953631045,334
HPG18624-0,627.0,0.03106922739205797,21.423793181023104,335
OIC99050,627.0,0.03106922739205797,21.454862408415163,336
SPR19796,626.0,0.031019675195260433,21.485882083610424,337
VER94024,626.0,0.031019675195260433,21.516901758805684,338
SPR05710,624.0,0.03092057080166535,21.54782232960735,339
HPG10334-1,624.0,0.03092057080166535,21.578742900409015,340
FSK21207797,621.0,0.03077191421127273,21.609514814620287,341
HEWC8727AN,619.0,0.030672809817677647,21.640187624437964,342
SPR18-1/4LB,618.0,0.030623257620880105,21.670810882058845,343
NAT01645,618.0,0.030623257620880105,21.701434139679726,344
ACC72360,616.0,0.030524153227285026,21.731958292907013,345
OIC21312,616.0,0.030524153227285026,21.7624824461343,346
PAP12242,614.0,0.030425048833689943,21.792907494967988,347
SPR21381,612.0,0.030325944440094864,21.82323343940808,348
NAT01644,611.0,0.030276392243297322,21.85350983165138,349
SPR51033,608.0,0.030127735652904702,21.883637567304284,350
CCS71025,607.0,0.03007818345610716,21.913715750760392,351
AVE21-081,607.0,0.03007818345610716,21.9437939342165,352
PAP85277,606.0,0.03002863125930962,21.97382256547581,353
GEP470-00,605.0,0.029979079062512078,22.003801644538324,354
AVE30553,605.0,0.029979079062512078,22.033780723600838,355
AVE23591,602.0,0.029830422472119457,22.063611146072958,356
MAX648200,602.0,0.029830422472119457,22.093441568545078,357
CCS71050,602.0,0.029830422472119457,22.123271991017198,358
AMP26-252,601.0,0.029780870275321916,22.15305286129252,359
MMM680-2,599.0,0.029681765881726836,22.182734627174245,360
JDKF67010,596.0,0.029533109291334212,22.21226773646558,361
PAP958-01,595.0,0.02948355709453667,22.241751293560117,362
AAG70-260-05-05,593.0,0.02938445270094159,22.27113574626106,363
SPR01375,592.0,0.02933490050414405,22.300470646765202,364
DURMN15VR12Z,591.0,0.02928534830734651,22.32975599507255,365
SPR01407,591.0,0.02928534830734651,22.359041343379896,366
BICBL11-YW,591.0,0.02928534830734651,22.388326691687244,367
BICWOELP11,591.0,0.02928534830734651,22.41761203999459,368
ROL67570,586.0,0.029037587323358805,22.44664962731795,369
SPR60006,585.0,0.028988035126561267,22.475637662444512,370
SPRSP52X3-1/5,585.0,0.028988035126561267,22.504625697571075,371
SPR01483,584.0,0.028938482929763726,22.53356418050084,372
ZPC46810,584.0,0.028938482929763726,22.562502663430603,373
MMM655-YW,582.0,0.028839378536168643,22.591342041966772,374
EPST032120,581.0,0.0287898263393711,22.620131868306142,375
HEWQ1338A,581.0,0.0287898263393711,22.648921694645512,376
BOSB440BK,579.0,0.028690721945776022,22.677612416591288,377
PAP956-01,579.0,0.028690721945776022,22.706303138537063,378
CNMFX-3,577.0,0.02859161755218094,22.734894756089243,379
OIC93051,577.0,0.02859161755218094,22.763486373641424,380
SWI54031,576.0,0.0285420653553834,22.79202843899681,381
SPR42004,574.0,0.02844296096178832,22.820471399958596,382
SPR01484,574.0,0.02844296096178832,22.848914360920382,383
NUKNR-78BR,571.0,0.028294304371395698,22.87720866529178,384
ACC72620,571.0,0.028294304371395698,22.905502969663175,385
MMM654-5UC,571.0,0.028294304371395698,22.93379727403457,386
ACC72500,571.0,0.028294304371395698,22.962091578405968,387
ELD22301,570.0,0.028244752174598157,22.990336330580565,388
ACM10702,569.0,0.028195199977800615,23.018531530558366,389
BICGSF11-BE,568.0,0.028145647781003074,23.04667717833937,390
FSK99547797,567.0,0.028096095584205536,23.074773273923576,391
SPZPW2004MATRIX,567.0,0.028096095584205536,23.102869369507783,392
MFE866350,566.0,0.028046543387407995,23.13091591289519,393
VER94595,564.0,0.027947438993812912,23.158863351889003,394
SWI38101,564.0,0.027947438993812912,23.186810790882816,395
SPR01881,564.0,0.027947438993812912,23.21475822987663,396
TEXTI-1795SV,563.0,0.02789788679701537,23.242656116673643,397
SPZINFO2,562.0,0.027848334600217833,23.27050445127386,398
CPM01901,561.0,0.02779878240342029,23.29830323367728,399
SHA1359,560.0,0.02774923020662275,23.326052463883904,400
SHA2022,560.0,0.02774923020662275,23.353801694090528,401
SEL88655,559.0,0.02769967800982521,23.381501372100352,402
SAN25009,559.0,0.02769967800982521,23.409201050110177,403
MMM680-VAD4,558.0,0.02765012581302767,23.436851175923206,404
RUB16001,558.0,0.02765012581302767,23.464501301736234,405
MMM6609-YW,558.0,0.02765012581302767,23.492151427549263,406
SPRB21,558.0,0.02765012581302767,23.519801553362292,407
SPRBS410,558.0,0.02765012581302767,23.54745167917532,408
OIC99020,556.0,0.027551021419432588,23.575002700594755,409
SAN83153,556.0,0.027551021419432588,23.60255372201419,410
PAP962-01,556.0,0.027551021419432588,23.630104743433623,411
GEP158-00,554.0,0.027451917025837505,23.65755666045946,412
OIC83100,553.0,0.027402364829039967,23.6849590252885,413
SPR74102,551.0,0.027303260435444884,23.712262285723945,414
FEL32575,551.0,0.027303260435444884,23.73956554615939,415
SMD67905,551.0,0.027303260435444884,23.766868806594836,416
SHA22113,550.0,0.027253708238647343,23.794122514833482,417
GEO39451,550.0,0.027253708238647343,23.82137622307213,418
TOP3008,550.0,0.027253708238647343,23.848629931310775,419
RAC74278,549.0,0.027204156041849805,23.875834087352626,420
BICMS11-BE,549.0,0.027204156041849805,23.903038243394477,421
RUB39906,548.0,0.027154603845052264,23.930192847239528,422
SPRSP2-4920,547.0,0.027105051648254722,23.957297898887784,423
HEWC4836AN,547.0,0.027105051648254722,23.98440295053604,424
MMM6569-YW,546.0,0.02705549945145718,24.011458449987497,425
PMC02835,545.0,0.02700594725465964,24.03846439724216,426
HPG10330-9,545.0,0.02700594725465964,24.06547034449682,427
PAP70520,544.0,0.0269563950578621,24.092426739554682,428
SPR70408,544.0,0.0269563950578621,24.119383134612544,429
ESS31,543.0,0.02690684286106456,24.146289977473607,430
OIC92912,542.0,0.02685729066426702,24.173147268137875,431
GEPPTM21,541.0,0.026807738467469477,24.199955006605343,432
EVEE91FP12,541.0,0.026807738467469477,24.22676274507281,433
SPR05740,540.0,0.026758186270671936,24.253520931343484,434
HEW51649A,539.0,0.026708634073874398,24.280229565417358,435
MFE00291,537.0,0.026609529680279315,24.306839095097637,436
SAN25006,537.0,0.026609529680279315,24.333448624777915,437
COX00031,536.0,0.026559977483481774,24.3600086022614,438
MATMP3,535.0,0.026510425286684236,24.386519027548083,439
ELD22241,534.0,0.026460873089886695,24.412979900637968,440
SPR01533,533.0,0.026411320893089153,24.439391221531057,441
SPR05125,532.0,0.026361768696291612,24.465752990227347,442
GEPPFM21,531.0,0.02631221649949407,24.492065206726842,443
AVE00-196,531.0,0.02631221649949407,24.518377423226337,444
PAP338-11,530.0,0.026262664302696533,24.544640087529032,445
CPM42706,527.0,0.02611400771230391,24.570754095241337,446
GPC780C,527.0,0.02611400771230391,24.596868102953643,447
AAGG520-00,527.0,0.02611400771230391,24.622982110665948,448
PEN50-HB,526.0,0.02606445551550637,24.649046566181454,449
PAP336-11,526.0,0.02606445551550637,24.67511102169696,450
CRO8511,526.0,0.02606445551550637,24.701175477212466,451
SOF1501,525.0,0.02601490331870883,24.727190380531177,452
GPCCP0A,524.0,0.025965351121911288,24.753155731653088,453
CPM26017,524.0,0.025965351121911288,24.779121082775,454
SPR21351,522.0,0.025866246728316205,24.804987329503316,455
RUB29666,522.0,0.025866246728316205,24.830853576231632,456
AMP20-360,522.0,0.025866246728316205,24.85671982295995,457
